LDCpointID,PrimaryKey,TrtPolyID,Trt_ID
43857,20211663106217B2,21980,58634
43857,20211663106217B2,21979,58633
43857,20211663106217B2,21981,58636
44009,20211663106308B1,986,3035
44009,20211663106308B1,982,3029
44016,ID_JFO_LUP_2023_BSSH2023-002_V12023-09-01,8279,24574
44016,ID_JFO_LUP_2023_BSSH2023-002_V12023-09-01,2066,6092
44026,20211663106308B2,986,3035
44026,20211663106308B2,982,3029
44028,20231663106316B1,985,3034
44028,20231663106316B1,987,3021
44033,13052910260963002013-09-01,986,3035
44033,13052910260963002013-09-01,982,3029
44054,ID_JFO_LUP_2023_BSWD2023-002_V12023-09-01,951,2912
44054,ID_JFO_LUP_2023_BSWD2023-002_V12023-09-01,950,2911
44055,20231663106316B2,985,3034
44055,20231663106316B2,987,3021
44140,13052914010240672013-09-01,986,3035
44140,13052914010240672013-09-01,982,3029
44172,ID_SHFO_LUP_2017_SDM_367_V12022-09-01,21979,58633
44172,ID_SHFO_LUP_2017_SDM_367_V12022-09-01,21981,58636
44195,20211663106020B1,21980,58634
44195,20211663106020B1,21979,58633
44195,20211663106020B1,21981,58636
44217,20211663106020B2,21980,58634
44217,20211663106020B2,21979,58633
44217,20211663106020B2,21981,58636
44221,20151667106420B1,620,1799
44221,20151667106420B1,622,1796
44282,20194137392503B1,1773,5176
44282,20194137392503B1,1772,5175
44285,ID_ShoshoneFOLUP2017_BWD-134_V12021-09-01,986,3035
44285,ID_ShoshoneFOLUP2017_BWD-134_V12021-09-01,981,3028
44322,ID_SHFO_LUP_2017_SDM_368_V12022-09-01,986,3035
44322,ID_SHFO_LUP_2017_SDM_368_V12022-09-01,982,3029
44323,ID_SHFO_LUP_2023_SD-004_V22023-09-01,986,3035
44323,ID_SHFO_LUP_2023_SD-004_V22023-09-01,982,3029
44395,20211611107509B1,11109,32790
44395,20211611107509B1,11108,32789
44397,16052412151229862016-09-01,1773,5176
44397,16052412151229862016-09-01,1772,5175
44408,20211611107509B2,11109,32790
44408,20211611107509B2,11108,32789
44423,20211663106402B1,986,3035
44423,20211663106402B1,981,3028
44459,20211663106402B2,986,3035
44459,20211663106402B2,981,3028
44505,1306031340465882013-09-01,620,1799
44505,1306031340465882013-09-01,621,1795
44512,20151663106307B2,986,3035
44512,20151663106307B2,981,3028
44515,20151663106307B1,986,3035
44515,20151663106307B1,981,3028
44529,17062116324693432017-09-01,501,1476
44529,17062116324693432017-09-01,500,1475
44569,20211647200111B1,2881,8801
44569,20211647200111B1,2880,8800
44582,20211647200111B2,2881,8801
44582,20211647200111B2,2880,8800
44606,19063010021350152019-09-01,18824,50591
44606,19063010021350152019-09-01,18826,50588
44627,19061714182098362019-09-01,17599,49157
44627,19061714182098362019-09-01,17597,49155
44627,19061714182098362019-09-01,17598,49156
44650,ID_SHFO_LUP_2017_BWD_150_V12022-09-01,18824,50591
44650,ID_SHFO_LUP_2017_BWD_150_V12022-09-01,18826,50588
44653,20151663106315B1,985,3034
44653,20151663106315B1,987,3021
44660,20151663106315B2,985,3034
44660,20151663106315B2,987,3021
44700,20221663106314B2,13856,42996
44700,20221663106314B2,13855,42995
44705,ID_SHFO_LUP_2023_OT-006_V22023-09-01,30040,71960
44705,ID_SHFO_LUP_2023_OT-006_V22023-09-01,30039,71958
44747,20141667102717B2,620,1799
44747,20141667102717B2,621,1795
44752,ID_ShoshoneFOLUP2017_BWD-132_V12021-09-01,1333,4030
44752,ID_ShoshoneFOLUP2017_BWD-132_V12021-09-01,1332,4028
44762,1906291246219412019-09-01,11502,33840
44762,1906291246219412019-09-01,11501,33839
44762,1906291246219412019-09-01,11500,33838
44763,ID_SHFO_LUP_2023_BSWD-004_V22023-09-01,11502,33840
44763,ID_SHFO_LUP_2023_BSWD-004_V22023-09-01,11501,33839
44763,ID_SHFO_LUP_2023_BSWD-004_V22023-09-01,11500,33838
44810,19070109354579312019-09-01,2881,8801
44810,19070109354579312019-09-01,2880,8800
44812,ID_SHFO_LUP_2023_BSWD-008_V22023-09-01,30040,71960
44812,ID_SHFO_LUP_2023_BSWD-008_V22023-09-01,30039,71958
44814,16060314250053212016-09-01,2881,8801
44814,16060314250053212016-09-01,2880,8800
44815,ID_SHFO_LUP_2017_BWD_144_V12022-09-01,2881,8801
44815,ID_SHFO_LUP_2017_BWD_144_V12022-09-01,2880,8800
44816,ID_ShoshoneFOLUP2017_SDM-358_V12021-09-01,501,1476
44816,ID_ShoshoneFOLUP2017_SDM-358_V12021-09-01,500,1475
44876,ID_SHFO_LUP_2017_LWD_249_V12022-09-01,18824,50591
44876,ID_SHFO_LUP_2017_LWD_249_V12022-09-01,18826,50588
44912,17080209123273962017-09-01,11552,33972
44912,17080209123273962017-09-01,11553,33971
45017,ID_ShoshoneFOLUP2017_SDM-357_V12021-09-01,17599,49157
45017,ID_ShoshoneFOLUP2017_SDM-357_V12021-09-01,17596,49154
45023,ID_ShoshoneFOLUP2017_BWD-137_V12021-09-01,1054,3239
45023,ID_ShoshoneFOLUP2017_BWD-137_V12021-09-01,1052,3237
45047,OR_OR_MFO_2021_MFO2021-NR-007_V12021-09-01,5445,16482
45047,OR_OR_MFO_2021_MFO2021-NR-007_V12021-09-01,5444,16481
45065,20151673103513B1,19700,52809
45065,20151673103513B1,19699,52808
45075,20141613102714B1,5971,17965
45075,20141613102714B1,5972,17966
45106,13062518243483222013-09-01,5971,17965
45106,13062518243483222013-09-01,5972,17966
45110,20141613102714B2,5971,17965
45110,20141613102714B2,5972,17966
45117,13062008273055282013-09-01,5971,17965
45117,13062008273055282013-09-01,5972,17966
45179,ID_ShoshoneFOLUP2017_BWD-121_V12021-09-01,1054,3239
45179,ID_ShoshoneFOLUP2017_BWD-121_V12021-09-01,1052,3237
45184,13061811170717502013-09-01,5971,17965
45184,13061811170717502013-09-01,5972,17966
45190,ID_BFO_LUP_2022_BigWD_071_V12022-09-01,19700,52809
45190,ID_BFO_LUP_2022_BigWD_071_V12022-09-01,19699,52808
45222,17062112272724722017-09-01,1053,3238
45222,17062112272724722017-09-01,1055,3240
45243,13061807551547202013-09-01,5971,17965
45243,13061807551547202013-09-01,5972,17966
45310,20151639200103B1,1054,3239
45310,20151639200103B1,1052,3237
45317,20151639200103B2,1054,3239
45317,20151639200103B2,1052,3237
45326,13061715214526122013-09-01,5971,17965
45326,13061715214526122013-09-01,5972,17966
45346,OR_OR_MFO_2021_MFO2021-051_V12021-09-01,3202,9985
45346,OR_OR_MFO_2021_MFO2021-051_V12021-09-01,3201,9984
45361,13062508271619212013-09-01,8289,24631
45361,13062508271619212013-09-01,8287,24624
45498,ID_ShoshoneFOLUP2017_LCM-186_V12021-09-01,18824,50591
45498,ID_ShoshoneFOLUP2017_LCM-186_V12021-09-01,18825,50587
45498,ID_ShoshoneFOLUP2017_LCM-186_V12021-09-01,18823,50590
45505,19062515495359552019-09-01,18824,50591
45505,19062515495359552019-09-01,18825,50587
45505,19062515495359552019-09-01,18823,50590
46106,ID_SHFO_LUP_2017_BWD_141_V12022-09-01,10814,31877
46106,ID_SHFO_LUP_2017_BWD_141_V12022-09-01,10815,31876
46278,19061709205827932019-09-01,10167,29927
46278,19061709205827932019-09-01,10166,29926
46290,16052412120152252016-09-01,20832,56395
46290,16052412120152252016-09-01,20629,55702
46290,16052412120152252016-09-01,20833,56396
46396,18060111583318962018-09-01,9894,29211
46396,18060111583318962018-09-01,9893,29212
46454,ID_SHFO_LUP_2017_BCM_072_V12022-09-01,10167,29927
46454,ID_SHFO_LUP_2017_BCM_072_V12022-09-01,10166,29926
46615,16080917183890092016-09-01,1361,4067
46615,16080917183890092016-09-01,1362,4068
46985,16090114022332352016-09-01,6201,18741
46985,16090114022332352016-09-01,6200,18740
46990,16062607202224392016-09-01,6201,18741
46990,16062607202224392016-09-01,6200,18740
46991,OR_OR_MFO_2021_MFO2021-031_V22021-09-01,6201,18741
46991,OR_OR_MFO_2021_MFO2021-031_V22021-09-01,6200,18740
47027,17052210400555912017-09-01,6201,18741
47027,17052210400555912017-09-01,6200,18740
47038,20144145304218B1,6186,18682
47038,20144145304218B1,6185,18683
47039,ID_FourRiversFOLUP2019_PLN-188_V12021-09-01,3068,9492
47039,ID_FourRiversFOLUP2019_PLN-188_V12021-09-01,3067,9490
47056,20144145304218B2,6186,18682
47056,20144145304218B2,6185,18683
47079,18060310262030002018-09-01,6201,18741
47079,18060310262030002018-09-01,6200,18740
47091,OR_VADOPAC_2021_CL-060_V12022-09-01,6201,18741
47091,OR_VADOPAC_2021_CL-060_V12022-09-01,6200,18740
47119,18081313374183092018-09-01,6201,18741
47119,18081313374183092018-09-01,6200,18740
47125,17052310451639262017-09-01,6201,18741
47125,17052310451639262017-09-01,6200,18740
47218,17052310102445692017-09-01,6201,18741
47218,17052310102445692017-09-01,6200,18740
47241,20080115084335782020-09-01,1203,3617
47241,20080115084335782020-09-01,1202,3616
47291,ID_FRFO_LUP_2019_PLN_212_V12022-09-01,1846,5383
47291,ID_FRFO_LUP_2019_PLN_212_V12022-09-01,1845,5382
47816,17063011090975012017-09-01,7669,22839
47816,17063011090975012017-09-01,7668,22838
47841,17072808065849312017-09-01,13889,43094
47841,17072808065849312017-09-01,21309,57520
48036,ID_OwyheeFOLUP2016_LowCM-248_V12021-09-01,13898,43063
48036,ID_OwyheeFOLUP2016_LowCM-248_V12021-09-01,13902,43065
48036,ID_OwyheeFOLUP2016_LowCM-248_V12021-09-01,13880,43057
48036,ID_OwyheeFOLUP2016_LowCM-248_V12021-09-01,13867,43020
48067,ID_OFO_LUP_2022_LowCM-2022-NR-004_V12023-09-01,13898,43063
48067,ID_OFO_LUP_2022_LowCM-2022-NR-004_V12023-09-01,13902,43065
48067,ID_OFO_LUP_2022_LowCM-2022-NR-004_V12023-09-01,13880,43057
48067,ID_OFO_LUP_2022_LowCM-2022-NR-004_V12023-09-01,13867,43020
48104,16072509390116122016-09-01,7669,22839
48104,16072509390116122016-09-01,7668,22838
48202,ID_OwyheeFOLUP2016_UA-343_V12020-09-01,13880,43057
48202,ID_OwyheeFOLUP2016_UA-343_V12020-09-01,13896,43077
48246,OR_LVFO_TRMTS_2022_Brattain-02_V12022-09-01,22136,59022
48246,OR_LVFO_TRMTS_2022_Brattain-02_V12022-09-01,22135,59019
48265,20171673103208B1,13902,43065
48265,20171673103208B1,13880,43057
48265,20171673103208B1,13907,55901
48276,20171673103208B2,13898,43063
48276,20171673103208B2,13902,43065
48276,20171673103208B2,13880,43057
48276,20171673103208B2,13867,43020
48282,18072911534943492018-09-01,7669,22839
48282,18072911534943492018-09-01,7668,22838
48283,20171651106918B1,6770,20256
48283,20171651106918B1,6769,20257
48298,20171651106918B2,6770,20256
48298,20171651106918B2,6769,20257
48341,19052011025197462019-09-01,6675,19961
48341,19052011025197462019-09-01,6674,19960
48521,18071110254350002018-09-01,18916,50807
48521,18071110254350002018-09-01,18914,50804
48546,17072915561387712017-09-01,10155,29902
48546,17072915561387712017-09-01,10154,29901
48636,18072708123973472018-09-01,10155,29902
48636,18072708123973472018-09-01,10154,29901
48652,20124137090701P1,7844,23255
48652,20124137090701P1,7843,23249
48668,20124137090701P3,7844,23255
48668,20124137090701P3,7843,23249
48725,16072409152593302016-09-01,1871,5517
48725,16072409152593302016-09-01,1870,5516
48754,18072713153977622018-09-01,10155,29902
48754,18072713153977622018-09-01,10154,29901
48853,1707171149112302017-09-01,1871,5517
48853,1707171149112302017-09-01,1870,5516
48876,16072409543252262016-09-01,1871,5517
48876,16072409543252262016-09-01,1870,5516
48918,17080107180635572017-09-01,8894,26340
48918,17080107180635572017-09-01,8893,26339
48923,18071310342176972018-09-01,7851,23251
48923,18071310342176972018-09-01,7850,23250
49026,ID_OwyheeFOLUP2016_BigWD-135_V12021-09-01,13880,43057
49026,ID_OwyheeFOLUP2016_BigWD-135_V12021-09-01,13907,55901
49034,ID_OwyheeFOLUP2016_LowWD-275_V12021-09-01,13898,43063
49034,ID_OwyheeFOLUP2016_LowWD-275_V12021-09-01,13902,43065
49034,ID_OwyheeFOLUP2016_LowWD-275_V12021-09-01,13880,43057
49034,ID_OwyheeFOLUP2016_LowWD-275_V12021-09-01,13865,43018
49102,20211673103209B1,13898,43063
49102,20211673103209B1,13902,43065
49102,20211673103209B1,13880,43057
49102,20211673103209B1,13865,43018
49124,20211673103209B2,13898,43063
49124,20211673103209B2,13902,43065
49124,20211673103209B2,13880,43057
49124,20211673103209B2,13865,43018
49192,OR_VADO_ESR_2022_LeslieGul_NR-02_V12022-09-01,356,1017
49192,OR_VADO_ESR_2022_LeslieGul_NR-02_V12022-09-01,21387,57623
49192,OR_VADO_ESR_2022_LeslieGul_NR-02_V12022-09-01,21384,57622
49193,OR_VADO_ESR_2023_LeslieGul_NR-02_V22023-09-01,356,1017
49193,OR_VADO_ESR_2023_LeslieGul_NR-02_V22023-09-01,21387,57623
49193,OR_VADO_ESR_2023_LeslieGul_NR-02_V22023-09-01,21384,57622
49207,ID_OwyheeFOLUP2016_SD-373_V12021-09-01,13902,43065
49207,ID_OwyheeFOLUP2016_SD-373_V12021-09-01,13907,55901
49221,OR_OR_MFO_2021_LeslieGul_AS-01_V12021-09-01,356,1017
49221,OR_OR_MFO_2021_LeslieGul_AS-01_V12021-09-01,21387,57623
49221,OR_OR_MFO_2021_LeslieGul_AS-01_V12021-09-01,21384,57622
49227,OR_VADO_ESR_2023_LeslieGul_NR-01_V22023-09-01,356,1017
49227,OR_VADO_ESR_2023_LeslieGul_NR-01_V22023-09-01,21387,57623
49227,OR_VADO_ESR_2023_LeslieGul_NR-01_V22023-09-01,21384,57622
49228,OR_VADO_ESR_2022_LeslieGul_NR-01_V12022-09-01,356,1017
49228,OR_VADO_ESR_2022_LeslieGul_NR-01_V12022-09-01,21387,57623
49228,OR_VADO_ESR_2022_LeslieGul_NR-01_V12022-09-01,21384,57622
49241,OR_OR_MFO_2021_LeslieGul_AS-03_V12021-09-01,356,1017
49241,OR_OR_MFO_2021_LeslieGul_AS-03_V12021-09-01,21387,57623
49241,OR_OR_MFO_2021_LeslieGul_AS-03_V12021-09-01,21384,57622
49368,17062911355689802017-09-01,356,1017
49368,17062911355689802017-09-01,21387,57623
49368,17062911355689802017-09-01,21384,57622
49480,OR_BUDO_2021_BDO2021-139_V22023-09-01,20670,56030
49480,OR_BUDO_2021_BDO2021-139_V22023-09-01,20669,56029
49481,16062906183412402016-09-01,20670,56030
49481,16062906183412402016-09-01,20669,56029
49493,ID_OwyheeFOLUP2016_UA-355_V12021-09-01,13901,43064
49493,ID_OwyheeFOLUP2016_UA-355_V12021-09-01,13880,43057
49493,ID_OwyheeFOLUP2016_UA-355_V12021-09-01,13907,55901
49513,20114145170901R2,356,1017
49513,20114145170901R2,21387,57623
49513,20114145170901R2,21384,57622
49528,20070709380223042020-09-01,356,1017
49528,20070709380223042020-09-01,21387,57623
49528,20070709380223042020-09-01,21384,57622
49539,20184125283301B1,11312,33297
49539,20184125283301B1,11313,33298
49567,20184125283301B2,11312,33297
49567,20184125283301B2,11313,33298
49606,17062917305035962017-09-01,356,1017
49606,17062917305035962017-09-01,21387,57623
49606,17062917305035962017-09-01,21384,57622
49607,OR_OR_MFO_2021_MFO2021-042_V22021-09-01,356,1017
49607,OR_OR_MFO_2021_MFO2021-042_V22021-09-01,21387,57623
49607,OR_OR_MFO_2021_MFO2021-042_V22021-09-01,21384,57622
49671,20164125283201B1,20670,56030
49671,20164125283201B1,20669,56029
49686,20221673103219B1,13880,43057
49686,20221673103219B1,13896,43077
49688,20164125283201B2,20670,56030
49688,20164125283201B2,20669,56029
49707,20221673103219B2,13880,43057
49707,20221673103219B2,13896,43077
49748,OR_OR_BUDO_2021_BDO2021-012_V12021-09-01,11312,33297
49748,OR_OR_BUDO_2021_BDO2021-012_V12021-09-01,11313,33298
49926,20234125283009B3,3345,10493
49926,20234125283009B3,3344,10492
49928,20234125283009B2,3345,10493
49928,20234125283009B2,3344,10492
49942,1907230841104222021-09-01,3207,9993
49942,1907230841104222021-09-01,3208,9994
50137,OR_OR_BUDO_2021_BDO2021-028_V12021-09-01,3345,10493
50137,OR_OR_BUDO_2021_BDO2021-028_V12021-09-01,3344,10492
50374,OR_BUDO_2021_BDO2021-NR-030_V12022-09-01,3345,10493
50374,OR_BUDO_2021_BDO2021-NR-030_V12022-09-01,3344,10492
51145,19081009373798212019-09-01,5796,17495
51145,19081009373798212019-09-01,5797,17494
51462,20114145190201R1,7086,21215
51462,20114145190201R1,7085,21214
51549,18082513221026722018-09-01,7086,21215
51549,18082513221026722018-09-01,7085,21214
52586,20194145201408B2,9316,27483
52586,20194145201408B2,9317,27484
54712,20164113212209B2,4202,12925
54712,20164113212209B2,4201,12924
55004,20143011103101B1,13096,37638
55004,20143011103101B1,13095,37637
55007,20143011103101B2,13096,37638
55007,20143011103101B2,13095,37637
55180,17081110183999252017-09-01,20546,55059
55180,17081110183999252017-09-01,20547,55060
55191,20194113192220B1,13044,37565
55191,20194113192220B1,13045,37566
55191,20194113192220B1,13043,37564
55206,20194113192220B2,13044,37565
55206,20194113192220B2,13045,37566
55206,20194113192220B2,13043,37564
55272,17091508515074392017-09-01,13100,37643
55272,17091508515074392017-09-01,13099,37642
55343,MT_MCFO_LUP_2017_Saline-104_V12021-09-01,13114,37664
55343,MT_MCFO_LUP_2017_Saline-104_V12021-09-01,13113,37663
55535,ID_SalmonFOLUP2017_BWD-204_V12021-09-01,2085,6155
55535,ID_SalmonFOLUP2017_BWD-204_V12021-09-01,2084,6154
56378,17050712055529742017-09-01,5499,16641
56378,17050712055529742017-09-01,5500,16642
56401,18050312161740622018-09-01,9992,29516
56401,18050312161740622018-09-01,9993,29517
56430,1705041330364662017-09-01,9990,29514
56430,1705041330364662017-09-01,9989,29513
56442,18050315075114712018-09-01,9990,29514
56442,18050315075114712018-09-01,9989,29513
58122,20153071104707B2,13333,38802
58122,20153071104707B2,13332,38801
58221,20223027105103B1,13227,37857
58221,20223027105103B1,13226,37856
58512,20173071104507B1,13367,38971
58512,20173071104507B1,13368,38972
58533,20173071104507B2,13367,38971
58533,20173071104507B2,13368,38972
58712,MTL00000_2018_WS-3602018-09-01,653,1914
58712,MTL00000_2018_WS-3602018-09-01,652,1913
58857,17021312072065232018-09-01,2601,7883
58857,17021312072065232018-09-01,2602,7898
58865,17021510475855042018-09-01,2601,7883
58865,17021510475855042018-09-01,2602,7898
58960,MT_North-Central-Montana-LUP-2017_RI-627_V12021-09-01,13326,38732
58960,MT_North-Central-Montana-LUP-2017_RI-627_V12021-09-01,13325,38731
58974,MT_North-Central-Montana-LUP-2017_GR-218_V12020-09-01,13326,38732
58974,MT_North-Central-Montana-LUP-2017_GR-218_V12020-09-01,13325,38731
59985,MT_NCMD_LUP_2022_NWB-349_V12023-09-01,10547,31047
59985,MT_NCMD_LUP_2022_NWB-349_V12023-09-01,10546,31046
60019,20072116015882642020-09-01,19066,51187
60019,20072116015882642020-09-01,19067,51188
60020,16082415263969622018-09-01,19066,51187
60020,16082415263969622018-09-01,19067,51188
60021,16082415263969622019-09-01,19066,51187
60021,16082415263969622019-09-01,19067,51188
60022,16082415263969622017-09-01,19066,51187
60022,16082415263969622017-09-01,19067,51188
60077,17082115160039382017-09-01,13029,37545
60077,17082115160039382017-09-01,13028,37544
60097,17080215291840462017-09-01,6975,20811
60097,17080215291840462017-09-01,6974,20810
71,20193515200118B2,30720,73673
80,NM_Carlsbad_LUP_2019_Gypsum_469_V12020-09-01,30722,73675
97,NMP02000_Year1_Gypsum_4652019-09-01,30926,73879
119,NM_Carlsbad_LUP_2019_ChiActive_034_V12021-09-01,30718,73671
121,20213515200110B1,7828,23200
125,NM_Carlsbad_LUP_2019_ChiActive_018_V12020-09-01,30920,73873
148,NM_Carlsbad_LUP_2019_Gypsum_470_V12020-09-01,30920,73873
198,NM_CFO_FUELS_TRGT_2023_Fuels_7_V12023-09-01,30454,73407
205,NM_Carlsbad_LUP_2019_ChiActive_042_V12021-09-01,30718,73671
220,NM_CFO_FUELS_TRGT_2023_Fuels_10_V12023-09-01,30687,73640
411,NM_Carlsbad_LUP_2019_Foothills_353_V12021-09-01,30617,73570
427,18100711374120922018-09-01,11583,34081
450,NM_Carlsbad_LUP_2019_Foothills_325_V12020-09-01,30413,73366
452,NM_LasCrucesDO_2016_LUP_Hills-232_V22021-09-01,11583,34081
453,17121914572277772017-09-01,11583,34081
486,NM_LasCrucesTriCounty_2017_LOO_313_V12020-09-01,6093,18283
490,NM_LasCrucesDO_2016_LUP_Mal-386_V22021-09-01,11583,34081
491,18010509144649772017-09-01,11583,34081
503,NM_LasCrucesDO_2016_LUP_Mal-382_V22021-09-01,11583,34081
504,1801050806219792017-09-01,11583,34081
511,NML00000_2019_Mal_3972019-09-01,11583,34081
525,NMP02000_Year1_HabActive_5132019-09-01,10946,32344
526,NM_LasCrucesDO_2016_LUP_Bottom-002_V22021-09-01,11583,34081
527,1611141556434902016-09-01,11583,34081
600,20183525201712B1,12185,3738
606,20183525201712B2,12185,3738
621,18113013263220532018-09-01,11583,34081
630,NML00000_2019_Hills_2162019-09-01,11583,34081
697,NM_Carlsbad_LUP_2019_Foothills_345_V12021-09-01,3269,10266
731,NM_LasCrucesDO_2016_LUP_Shallow-549_V22021-09-01,11583,34081
732,1609071345385512016-09-01,11583,34081
738,NM_Carlsbad_LUP_2019_Foothills_333_V12020-09-01,3269,10266
788,19080409415692692019-09-01,30458,73411
789,AZ_TFO_LCNCA_VEGTRT_2019_VEGTRT-04_V22023-09-01,30458,73411
800,19080414141978322019-09-01,30458,73411
815,1908051856096442019-09-01,30458,73411
816,AZ_TFO_LCNCA_VEGTRT_2019_VEGTRT-02_V22023-09-01,30458,73411
818,19080314352847512019-09-01,30458,73411
819,AZ_TFO_LCNCA_VEGTRT_2019_VEGTRT-06_V22023-09-01,30458,73411
829,AZ_TFO_LUP_2020_LC-138_V12023-09-01,30464,73417
831,AZ_TFO_LCNCA_VEGTRT_2019_VEGTRT-05_V22023-09-01,30458,73411
832,19080209450294572019-09-01,30458,73411
837,19080509453987162019-09-01,30458,73411
842,AZ_AZ-Tucson-Field-Office-2021_LC-128_V12021-09-01,30458,73411
848,1908021106215642019-09-01,30452,73405
854,19080508415441132019-09-01,30464,73417
856,19081416323381072019-09-01,30452,73405
910,20163515200906B2,12585,31375
929,20173529200317B1,4977,15104
935,20173529200317B2,4977,15104
943,NM_LasCrucesTriCounty_2017_GRO_142_V12020-09-01,8383,24909
963,20143515200917B1,12585,31375
967,20143515200917B2,12585,31375
972,NMP02000_Year1_Foothills_3062019-09-01,12585,31375
974,18110314431021512018-09-01,8383,24909
980,NM_CFO_FUELS_TRGT_2023_Fuels_5_V12023-09-01,12585,31375
1076,NM_CFO_LUP_2019_HabActive_568_V12022-09-01,134,318
1083,NM_LasCrucesDO_2016_LUP_Gloam-104_V22021-09-01,589,1731
1084,17112715381165862017-09-01,589,1731
1090,NML00000_2020_Gravel_0722019-09-01,589,1731
1099,16111616394616792016-09-01,30726,73679
1117,NMP02000_Year1_ChiActive_0042019-09-01,134,318
1147,NMP02000_Year1_Foothills_3072019-09-01,30914,73867
1184,20173513201519B1,6932,20716
1187,20173513201519B2,6932,20716
1191,NM_Carlsbad_Reclamation2019_Reclaim_215_V12020-09-01,1720,5010
1199,NML00000_2020_GLoam_1152019-09-01,588,1730
1223,NM_CFO_LUP_2019_Gypsum_475_V12022-09-01,1720,5010
1338,NM_Carlsbad_LUP_2019_Foothills_355_V12021-09-01,30872,73825
1398,NM_LasCrucesDO_2016_LUP_Hills-198_V22021-09-01,9146,27036
1399,17110814241992362017-09-01,9146,27036
1511,20203525200418B1,8398,24966
1519,20203525200418B2,8398,24966
1626,NM_PecosDOFuels_2021_WoodlandTreatment_1_V12022-09-01,30635,73588
1841,1810030747064042018-09-01,8774,26019
1845,17080816441181412017-09-01,8774,26019
1851,18100307482999912018-09-01,8773,26018
1996,20153551201506B1,771,2300
2000,20153551201506B2,771,2300
2012,19082108315478522019-09-01,8581,25500
2014,NMP02000_Year1_Foothills_3192019-09-01,30600,73553
2018,17103007140416852017-09-01,30427,73380
2049,18092314034534682018-09-01,1763,5159
2052,19082814433044772019-09-01,8581,25500
2079,17082310102561542017-09-01,5066,15329
2086,NM_RFO_LUP_2023_RFO2023-023_V12023-09-01,12812,37275
2093,2020355200415B2,1199,3610
2108,2015355200403B1,2915,8904
2110,2015355200403B2,2915,8904
2111,NM_RFO_FUELS_TRGT_2023_SagebrushValleyRd_V12023-09-01,13612,41443
2114,NM_LasCrucesTriCounty_2017_LO_285_V12020-09-01,5066,15329
2121,NM_RFO_LUP_2023_RFO2023-030_V12023-09-01,1199,3610
2132,NM_LasCrucesTriCounty_2017_SS_448_V12020-09-01,30897,73850
2133,NM_RFO_LUP_2023_RFO2023-019_V12023-09-01,1199,3610
2141,NM_Carlsbad_LUP_2019_ChiStatic_222_V12020-09-01,12866,37341
2149,NM_LCDO_LUP_TRICOUNTY_2017_BO_038_V12022-09-01,5065,15330
2166,17081511030918752017-09-01,1763,5159
2177,NM_LCDO_LUP_TRICOUNTY_2017_LHI_265_V12022-09-01,293,789
2200,17082410382822082017-09-01,293,789
2201,NM_Carlsbad_LUP_2019_HabStatic_785_V12021-09-01,8021,23808
2204,NM_LCDO_LUP_TRICOUNTY_2017_LHI_267_V12022-09-01,293,789
2230,NM_Carlsbad_LUP_2019_HabStatic_784_V12021-09-01,7806,23152
2245,20163523200217B1,2736,8258
2282,NM_LasCrucesTriCounty_2017_GR_091_V12020-09-01,6687,19995
2286,NMP02000_Year1_HabStatic_7762019-09-01,7806,23152
2301,NM_RFO_LUP_2023_RFO2023-007_V12023-09-01,4844,14767
2305,20233551201611B1,5609,17019
2309,20233551201611B2,5609,17019
2311,2011355081101P3,7966,23655
2326,20123551051101O2,5608,17020
2337,NM_LasCrucesTriCounty_2017_SA_415_V12020-09-01,5608,17020
2344,NM_Carlsbad_LUP_2019_ChiStatic_218_V12020-09-01,7962,23621
2433,2017355201820B1,12806,37263
2435,2017355201820B2,12806,37263
2453,201149051001B1,7624,22711
2465,2016355201813B1,11567,34025
2467,2016355201813B2,6605,19798
2536,NM_Carlsbad_LUP_2019_ChiStatic_230_V12021-09-01,12862,37333
2559,NM_RFO_FUELS_TRGT_2023_Sand_Ranch_Treatment_V12023-09-01,12852,37322
2561,NM_RFO_FUELS_TRGT_2023_Sand_Ranch_Control_V12023-09-01,12852,37322
2623,17081009553679232017-09-01,312,894
2631,NM_RFO_LUP_2023_RFO2023-NR-015_V12023-09-01,11915,34967
2643,2015421201901B1,30419,73372
2644,2015421201901B2,30419,73372
2648,NM_Carlsbad_LUP_2019_HabStatic_782_V12021-09-01,2249,6748
2671,NM_RFO_FUELS_TRGT_2023_SandRanch2_V12023-09-01,30480,73433
2677,NM_RFO_FUELS_TRGT_2023_GodfreyHills1_V12023-09-01,4245,13025
2679,NM_RFO_LUP_2023_RFO2023-033_V12023-09-01,4245,13025
2695,NM_PecosDOFuels_2021_FtStantonTreatment_9_V12022-09-01,30758,73711
2700,NM_PecosDOFuels_2021_FtStantonTreatment_8_V12022-09-01,30758,73711
2702,NM_LasCrucesTriCounty_2017_SS_449_V12020-09-01,86,249
2707,NM_RFO_FUELS_TRGT_2023_GodfreyHillsResample_V12023-09-01,4245,13025
2708,NM_PecosDOFuels_2021_FtStantonTreatment_10_V12022-09-01,30758,73711
2709,20123527040401O2,4245,13025
2713,NM_PecosDOFuels_2021_FtStantonTreatment_13_V12022-09-01,11565,34023
2714,20123527040401O1,4245,13025
2718,NM_RFO_LUP_2023_RFO2023-029_V12023-09-01,6227,18798
2778,2014355201807B1,12780,41462
2781,2014355201807B2,12780,41462
2789,NM_RFO_FUELS_TRGT_2023_GarciaFlatsTreated_V12023-09-01,12822,37290
