Model,Ecoregion,Treatment,Trt_ID,Prj_ID,Plan_Imp,Success,Dates_Confirmed,Init_Date,Comp_Date,Units,Num_Units,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,Treatment_Seeded,Seed_List,Seed_Mix_Name,Seeds_or_Seedlings,Seed_List_Confirmed,Control_Areas,Seed_Application_Rate,Seed_Notes,Objectives,Planned_Implementation,Actual_Implementation,Treatment_Effect_and_Results,Trt_Feature_Type,Feature_Status,How_Feature_Created,Feature_Creation_Date,Total_Acres,BLM_Acres,GIS_Notes,Initiated_By,Trt_Concerns,Trt_Concerns_Desc,Problems_Apply_Trt,Problems_Apply_Trt_Desc,Conditions_At_Trt,Conditions_At_Trt_Desc,Trt_Notes,User_Updated
Model 12,Nothern Basin and Range,Drill seeding,10493,3739,Implemented,None,2,10/20/1974,12/5/1974,Acres,9195,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Drill Seed Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,"It was not mentioned whether they used PLS or BULK, the information was enetered into the BLUK collum.","This project is requried to implement management in the 172,261 federal acre East Warm Springs allotment. Destructive grazing is taking place resulting in the erosion of the resource base by (1) expanding the presently 110,00 acre abused area, (2) destroying vegetation critical to the survival of the antelope, sage grouse, other wildlife, wild horses, and domestic lifestock in the allotment, (3) causing damage to the basic resource, soil, by exposing it to both wind and water erosion, and (4) spoiling the natural beauty and open space values of the area.",The area was seeded between October 20 and December 5 1974.,,The subcontactor did a good job and was very concerned about the seeding the proper amount per acre. We attempted to seed 5 punds of creasted wheatgrass and .5 pounds of yellow blossom sweet clover per acre. We had about 1000 pounds of creasted wheatgrass left after we completed 9195 acres.,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",,11040.16199,9523.725202,,,None,,None,,"Dry, Snowing, Raining","Ground conditions were again extremely dry. During the course of the contract some rain fell on the site along with a very little snow. By the time the seedig was completed, the soil was moist for the top 1-2 inches, there was also a slight amount of frost in the gound on some days during the last 10 days of seeding but not enough to prevent drilling.",,35:25:00
Model 12,Nothern Basin and Range,Drill seeding,10565,3766,Implemented,Unknown,2,5/15/1964,6/21/1965,Acres,4640,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Drill Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,"Seed data: 83% germination, 89% purity","The project will consist of spraying with 2, 4-D and drilling with Crested wheatgrass 4100 acres of Federal Range.",This poorly sprayed area will be seeded as if there was a 100% kill. Duane\r\nPyrah recorrnnended the same type of alfalfa be planted in the poorly sprayed\r\narea along with the Crested wheatgrass.,Method of seeding: Brushland drill,Unknown,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",,4411.97,4388.43,,Contractor,"Erosion, Provide forage for livestock","Purpose of treatment: To reduce dominant stand of sagebrush, increase perennial vegetation and reduce erosion. Its purpose will be to protect the soil by increasing the ground cover and to increase the amount of usable forage.",None,,None,,,44:58:00
Model 12,Nothern Basin and Range,Drill seeding,10804,3855,Implemented,None,2,9/00/1983,00/00/1984,Acres,39210,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,East Sharp Top Rehab Mix,Seeds,Confirmed in Field,No control areas present,Species Specific,,,"The area to be seeded would be planted with rangeland drills this fall and early winter. Past experience has shown that, given a normal fall, the annual cereal ryegrass will germinates and reach a heights of 3 to 5 inches before winter. The crested wheatgrass will most likely germinate the following spring, and both species will be set seeded by that fall, one year from the time the area was seeded.",,,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,1/30/2012,42389.53847,42020.68276,,,None,,None,,None,,"The final summary reports states that 39210, however the JDR and a hand written memo shows different completed acres. The final acreage number was pulled from the summary report.",14:37:00
Model 12,Nothern Basin and Range,Drill seeding,11170,3964,Implemented,Unknown,1,10/19/1983,11/19/1983,Acres,1000,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Elk Butte Seeding Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,,"The main objective of the fire rehabilitation is to hold the soil on the burn site with vegetative cover.\r\n\r\nDue to the sparse cover of understory grass species and the fact that the high intensity of the fire killed all the brush and most perennial species, natural regeneration will consist primarily of cheatgrass, which will continue to be a fire hazard and will provide a wide variance of cover depending upon soil and prevent invasion of undesirable weeds.","Artificially reseed the burn area to provide a soil holding, forage producing cover of perennial grass species. The established plants combined with contour dilling would both slow down overland flow of water, thus reducing potential erosion damage.",,,Polygon,Confirmed,Digitized by LTDL data entry personnel using a map of unknown origin,3/24/2010,2175.837301,1973.346734,,,"Erosion, Loss of Perenials","Without artificial revegetation, little natural recovery of perennial grasses would be expected for two reasons:\r\n1. The burn was fairly intense and hot burning into the crowns of all grasses, killing, most perennial grasses which may have\r\nnaturally revegetated the area.\r\n2. The light pumice soils create a severe abrasive action on young grass seedlings during windy periods. This condition favors\r\nperennial shrubs that have more durable seedlings. Crown sprouters, such as green rabbitbrush are usually the first to survive. Annual rye develops rapidly and is being used to develop quick soil holding where the revegetation by cheatgrass may be sparse and minimize the affects of blowing pumice on the slower developing perennial species.",None,,None,,,49:05:00
Model 12,Nothern Basin and Range,Drill seeding,11676,4167,Implemented,None,2,11/1/1961,11/20/1961,Acres,280,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Drill Seed,Seeds,Confirmed on Paper,Unknown,Species Specific,,"Drill Siberian Wheatgrass seed into a stand of dead sagebrush sprayed with 2, 4-D in spring of 1957. Original native grass stand depleted by invasion of field mice in 1959-60.",,,,Polygon,Confirmed,Not Determined,,1002.877666,666.2354111,,,None,,None,,None,,,59:41:00
Model 12,Nothern Basin and Range,Drill seeding,12281,4395,Implemented,None,2,00/00/1985,00/00/1985,Acres,1454,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Forty Nine Drill Seed Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,,,,,,Polygon,Confirmed,Digitized by LTDL data entry personnel using a map of unknown origin,6/9/2010,1812.468856,1793.983264,,,None,,None,,None,,,47:34:00
Model 12,Nothern Basin and Range,Drill seeding,13677,4919,Implemented,Unknown,1,11/10/1963,12/00/1963,Acres,710,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Drill Seed Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,It is assumed that the same seed mix was used for all seeding treatments.,,,710 acres were drilled by Callen during Fall of 1963. This area is west of US 93 and includes a series  of sagebrush patches surrounded by an existing seeding. The BLM furnished the seed.,,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",2/8/2011,942.5245024,871.6675371,,See Cooperators List,"Invasion by Cheatgrass, Brush control, Establishment of seeded species, Loss of desirable species, Loss of vegetation, Seedbed preparation, Vegetal cover",Wildfire rehabilitation,Unknown,,Unknown,,,27:03:00
Model 12,Nothern Basin and Range,Drill seeding,14319,5146,Implemented,Unknown,2,11/2/1966,12/18/1966,Acres,6040,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Fall Seed Mix,Seeds,Confirmed on Paper,,Species Specific,60 acre parcel seeded with Teton Alfalfa,,,Drilling directly into the dead sagebrush with rangeland drills hooked up in tandem of threes pulled with 2 D-7 cats began 11/2/66 by Force Account.,,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",,3130.798957,3113.179143,,BLM and Cooperators,Unknown,,None,,None,"Weather stopped the operation 12/18/66 (assuming error ) with 2,640 acres of fall seeding completed.",,08:55:00
Model 12,Nothern Basin and Range,Drill seeding,14320,5146,Implemented,Unknown,2,3/6/1967,4/19/1967,Acres,3400,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Spring Seed Mix,Seeds,Confirmed on Paper,,Species Specific,200 acres north of the airfield is Siberian Wheatgrass and Yellow Sweet Clover. (See map plat),,,Spring seeding commenced 3/6/67 with a Force account crew.,,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",,3354.803223,3324.151494,,BLM and Cooperators,Unknown,,None,,None,Bad weather slowed down seeding operations but it improved seeding conditions. Drilling was completed 4/19/57 and was followed by several small storms.,,10:54:00
Model 12,Nothern Basin and Range,Drill seeding,14638,5283,Implemented,None,2,9/1/2005,10/25/2005,Acres,1125,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Planned seed list,,Seeds,Plan,Unknown,Overall,"There was only a general rate listed for all species combined indicated here, specific rates for each species were not possible. The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category.","The specific objectives of the proposed action would be to replace the existing annual vegetation\r\nand restore adapted perennial grasses, forbs and shrubs. In addition, the establishment of\r\nperennial grasses, forbs and shrubs is expected to reduce wildland fire frequency and associated\r\nsuppression costs and allow more natural ecological functions to occur.","The Fall following the burn and spray treatment, the treated area would be seeded with a\r\nmixture of adapted perennial grasses, forbs and shrubs. Both native and nonnative seed\r\nmixes would be utilized. Native plants would be used to the extent possible in areas\r\nwhich retain remnant native herbaceous species and have the potential for reestablishment\r\nof native species with available plant material. Based on availability and site suitability,\r\nspecies may include the following: bluebunch wheatgrass, bottlebrush squirreltail, great\r\nbasin wildrye, Lewis flax, western yarrow, scarlet globemallow, big sagebrush, four-wing\r\nsaltbrush or other adapted natives. The perimeter of these treatment blocks may be lined\r\nwith strips from 100 to 300 feet (greenstripping) with nonnative species more resistant to\r\nwildfire to break up fuel continuity and protect these areas from future wildfire and\r\nreinvasion by annual weedy species. Nonnative plants will be used in areas that are more\r\nheavily infested with invasive annual species, in areas where suitable adapted natives are\r\n5\r\nnot available, and in areas to provide fuel breaks to reduce the size, spread and\r\noccurrence of wildfire both in wildland urban interface areas and transitional areas\r\nadjacent to more intact shrub habitat. Species mixtures may include plants such as\r\ncrested wheatgrass, great basin wildrye, bluegrass, bottlebrush squirreltail, forage kochia,\r\nfour-wing saltbrush and big sagebrush. Depending upon individual species' seeding\r\nrequirements, the seeding/planting would be done using a rangeland drill and/or broadcast\r\napplication. Anticipated native and nonnative seed mix areas are identified on map 3. As\r\nmore native plant material becomes available either through release of new cultivars or\r\ncollection and propagation of locally adapted species, these may be substituted and used\r\non areas identified for seeding with nonnative mixes.\r\nFollowing treatment, the area would be closed from livestock grazing for a minimum\r\nperiod of two growing seasons. Approximately eight miles of temporary fence (map 4)\r\nbuilt to BLM specifications to allow for wildlife movement would be constructed to keep\r\nlivestock off of treated areas.",,,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",,2103.295802,2103.295891,,BLM and Cooperators,"Fire hazard, Rangeland health","The specific objectives of the proposed action would be to replace the existing annual vegetation\r\nand restore adapted perennial grasses, forbs and shrubs. In addition, the establishment of\r\nperennial grasses, forbs and shrubs is expected to reduce wildland fire frequency and associated\r\nsuppression costs and allow more natural ecological functions to occur.",None,,None,,,16:56:00
Model 12,Nothern Basin and Range,Drill seeding,17120,6193,Implemented,None,2,9/13/1964,10/12/1964,Acres,6524,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,,Seeds,Confirmed on Paper,Unknown,Species Specific,,,,"Drilling was done between 9-13-64 and 10-12-64 using 5 new John Deere grain drills\r\nand 2 old Oliver drills, pulled in tandem pairs (except one 3 drill hitch at John\r\nDeere's). Standard crested wheatgrass seed was drilled at rate of 6 lbs/ac. + 1 lb/ac\r\nof yellow blossom sweet clover seed on the south end.",,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,6/18/2013,7953.861981,7897.704315,,Contractor,Unknown,,None,,None,,,58:14:00
Model 12,Nothern Basin and Range,Drill seeding,18341,6667,Implemented,None,2,9/15/1962,10/20/1962,Acres,3700,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,Seed mix,Seeds,Confirmed on Paper,Unknown,Species Specific,"The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category.",To establish perennial grass cover for control of the spread of Halogeton. This project will also serve to eliminate an area of Beetleaf hopper host infestation.,,An area which was sprayed to control sagebrush was seeded with 6# of crested wheatgrass/acre.,,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,4/18/2011,4022.487349,4022.314695,,,"Erosion, Noxious Weeds, Other (See Trt Notes)",To establish perennial grass cover for control of the spread of halogeton. This project will also serve to eliminate an area of Beetleaf hopper host infestation.,None,,None,,,38:02:00
Model 12,Nothern Basin and Range,Drill seeding,18349,6670,Implemented,None,1,3/10/1963,1/9/1964,Acres,6000,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,seed mix,Seeds,Confirmed on Paper,Unknown,Species Specific,"The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category.",^3 of crested wheat grass seed per acre will be applied with heavy duty range land drills. The sowing of a perennial grass will increase the livestock forage on the area and also decrees the amount of soil erosion by providing an adequate ground cover density.,,Approximately 6000 acres of the 6873 acres sprayed were seeded to crested wheatgrass.,,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",,6146.205227,6120.282068,,,"Erosion, Other (See Trt Notes), Provide forage for livestock",Area will be sprayed to control the host plants of the Beet Leaf Hopper. After spraying the area will be drilled to crested wheatgrass in order to establish a perennial grass stand which will further help control the host plants.\r\nThis sowing of perennial grass will increase the livestock forage on the area and also decrease the amount of soil erosion by providing an adequate ground cover density.,None,,None,,,55:33:00
Model 12,Nothern Basin and Range,Drill seeding,20587,7543,Implemented,None,2,00/00/1974,00/00/1974,Acres,750,Seeding,Drill Seeding,Ground Seeding: Drill,-1,Confirmed seed list,,Seeds,Confirmed on Paper,Unknown,Species Specific,,,"1. The cooperator will furnish tractor and fuel, Transportation of\r\ndrill and miscellaneous items to drill 750 acres of burned area\r\nknown as the Miller Allotment. He will pick up and return the\r\ndrills to the Bureau warehouse in Vale, Oregon. The drilling\r\noperation should be completed by December 15, 1973.\r\n2. The cooperator will be responsible to seed at a rate of seven\r\npounds per acre and maintain the drills in such a manner, that\r\nthey will be upon completion of the work, in the same or better\r\ncondition than when received.",,,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",,2248.017272,1079.633497,"There is no paper map for this project, so there is no way to verify if the acerage shown in the shapefile is correct.",BLM and Cooperators,Provide forage for livestock,,None,,None,,,32:38:00
